Province_State,Lat,Long_,Confirmed,Deaths
South Dakota,44.2998,-99.4388,128297,2059
Tennessee,35.7478,-86.6923,992207,13116
Texas,31.0545,-97.5635,3490811,55173
Utah,40.15,-111.8624,451655,2572
Vermont,44.0459,-72.7107,26924,270
Virgin Islands,18.3358,-64.8963,5605,45
Virginia,37.7693,-78.17,734079,11647
Washington,47.4009,-121.4905,528453,6356
West Virginia,38.4912,-80.9545,177533,3008
Wisconsin,44.2685,-89.6165,714600,8368
Wyoming,42.756,-107.3025,70671,809
Alabama,32.3182,-86.9023,653540,11942
Alaska,61.3707,-152.4044,83156,414
American Samoa,-14.271,-170.132,0,0
Arizona,33.7298,-111.4312,979580,18561
Arkansas,34.9697,-92.3731,431507,6614
California,36.1162,-119.6816,4309624,64647
Colorado,39.0598,-105.3111,607997,7271
Connecticut,41.5978,-72.7554,365856,8337
Delaware,39.3185,-75.5071,116073,1851
Diamond Princess,,,49,0
District of Columbia,38.8974,-77.0268,53342,1155
Florida,27.7663,-81.6868,3071489,42252
Georgia,33.0406,-83.6431,1307084,22199
Grand Princess,,,103,3
Guam,13.4443,144.7937,9298,144
Hawaii,21.0943,-157.4983,54443,562
Idaho,44.2405,-114.4788,212939,2283
Illinois,40.3495,-88.9861,1482376,26215
Indiana,39.8494,-86.2583,817149,14228
Iowa,42.0115,-93.2105,392970,6226
Kansas,38.5266,-96.7265,356541,5498
Kentucky,37.6681,-84.6701,534430,7517
Louisiana,31.1695,-91.8678,649915,11918
Maine,44.6939,-69.3819,73455,922
Maryland,39.0639,-76.8021,484847,9922
Massachusetts,42.2302,-71.5301,743735,14703
Michigan,43.3266,-84.5361,1040673,21393
Minnesota,45.6945,-93.9002,633556,7853
Mississippi,32.7416,-89.6787,406249,7991
Missouri,38.4561,-92.2884,740269,10635
Montana,46.9219,-110.4544,122318,1755
Nebraska,41.1254,-98.2681,236755,2302
Nevada,38.3135,-117.0554,378700,6280
New Hampshire,43.4525,-71.5639,104571,1397
New Jersey,40.2989,-74.521,1070698,26739
New Mexico,34.8405,-106.2485,223796,4472
New York,42.1657,-74.9481,2227140,53974
North Carolina,35.6301,-79.8064,1144894,14059
North Dakota,47.5289,-99.784,114451,1581
Northern Mariana Islands,15.0979,145.6739,183,2
Ohio,40.3888,-82.7649,1175340,21053
Oklahoma,35.5653,-96.9289,524376,7676
Oregon,44.572,-122.0709,252977,3012
Pennsylvania,40.5908,-77.2098,1278084,28059
Puerto Rico,18.2208,-66.5901,162941,2725
Rhode Island,41.6809,-71.5118,159710,2753
South Carolina,33.8569,-80.945,681659,10213
South Dakota,44.2998,-99.4388,128297,2059
Tennessee,35.7478,-86.6923,982417,13104
Texas,31.0545,-97.5635,3461175,54997
Utah,40.15,-111.8624,451655,2572
Vermont,44.0459,-72.7107,26778,270
Virgin Islands,18.3358,-64.8963,5556,44
Virginia,37.7693,-78.17,734079,11647
Washington,47.4009,-121.4905,528453,6356
West Virginia,38.4912,-80.9545,177533,3008
Wisconsin,44.2685,-89.6165,714600,8368
Wyoming,42.756,-107.3025,70671,809
Alabama,32.3182,-86.9023,1534287,20558
Alaska,61.3707,-152.4044,298651,1413
American Samoa,-14.271,-170.132,8257,34
Arizona,33.7298,-111.4312,2300375,31613
Arkansas,34.9697,-92.3731,962764,12523
California,36.1162,-119.6816,11415529,96939
Colorado,39.0598,-105.3111,1683848,13473
Connecticut,41.5978,-72.7554,916657,11527
Delaware,39.3185,-75.5071,314553,3148
Diamond Princess,,,49,0
District of Columbia,38.8974,-77.0268,170041,1397
Florida,27.7663,-81.6868,7215992,82541
Georgia,33.0406,-83.6431,2929434,40803
Grand Princess,,,103,3
Guam,13.4443,144.7937,58939,404
Hawaii,21.0943,-157.4983,364122,1716
Idaho,44.2405,-114.4788,502105,5237
Illinois,40.3495,-88.9861,3832738,40083
Indiana,39.8494,-86.2583,1948019,24950
Iowa,42.0115,-93.2105,866615,10229
Kansas,38.5266,-96.7265,892326,9626
Kentucky,37.6681,-84.6701,1620429,17363
Louisiana,31.1695,-91.8678,1465700,18217
Maine,44.6939,-69.3819,299138,2711
Maryland,39.0639,-76.8021,1275208,15603
Massachusetts,42.2302,-71.5301,2092838,22106
Michigan,43.3266,-84.5361,2907819,39574
Minnesota,45.6945,-93.9002,1691086,13873
Mississippi,32.7416,-89.6787,935770,13005
Missouri,38.4561,-92.2884,1684433,21937
Montana,46.9219,-110.4544,315421,3577
Nebraska,41.1254,-98.2681,535394,4562
Nevada,38.3135,-117.0554,857473,11580
New Hampshire,43.4525,-71.5639,358814,2782
New Jersey,40.2989,-74.521,2813645,34958
New Mexico,34.8405,-106.2485,633631,8675
New York,42.1657,-74.9481,6291836,73417
North Carolina,35.6301,-79.8064,3255506,27258
North Dakota,47.5289,-99.784,274590,2232
Northern Mariana Islands,15.0979,145.6739,13212,41
Ohio,40.3888,-82.7649,3197300,40523
Oklahoma,35.5653,-96.9289,1211210,17138
Oregon,44.572,-122.0709,910693,8726
Pennsylvania,40.5908,-77.2098,3330062,47994
Puerto Rico,18.2208,-66.5901,990366,5285
Rhode Island,41.6809,-71.5118,433348,3705
South Carolina,33.8569,-80.945,1729333,18660
South Dakota,44.2998,-99.4388,265890,3078
Tennessee,35.7478,-86.6923,2375764,28230
Texas,31.0545,-97.5635,8038337,91031
Utah,40.15,-111.8624,1047882,5065
Vermont,44.0459,-72.7107,145838,763
Virgin Islands,18.3358,-64.8963,23435,124
Virginia,37.7693,-78.17,2129506,22231
Washington,47.4009,-121.4905,1843908,14653
West Virginia,38.4912,-80.9545,610432,7538
Wisconsin,44.2685,-89.6165,1907232,15511
Wyoming,42.756,-107.3025,179366,1917
Alabama,32.3182,-86.9023,1534287,20558
Alaska,61.3707,-152.4044,298651,1413
American Samoa,-14.271,-170.132,8257,34
Arizona,33.7298,-111.4312,2293015,31573
Arkansas,34.9697,-92.3731,962329,12522
California,36.1162,-119.6816,11412432,96917
Colorado,39.0598,-105.3111,1682518,13465
Connecticut,41.5978,-72.7554,916172,11478
Delaware,39.3185,-75.5071,314303,3147
Diamond Princess,,,49,0
District of Columbia,38.8974,-77.0268,170041,1397
Florida,27.7663,-81.6868,7215992,82541
Georgia,33.0406,-83.6431,2924732,40696
Grand Princess,,,103,3
Guam,13.4443,144.7937,58939,404
Hawaii,21.0943,-157.4983,362834,1711
Idaho,44.2405,-114.4788,500884,5225
Illinois,40.3495,-88.9861,3828639,40064
Indiana,39.8494,-86.2583,1942708,24950
Iowa,42.0115,-93.2105,864752,10207
Kansas,38.5266,-96.7265,889746,9620
Kentucky,37.6681,-84.6701,1620429,17363
Louisiana,31.1695,-91.8678,1463379,18193
Maine,44.6939,-69.3819,298906,2698
Maryland,39.0639,-76.8021,1273447,15593
Massachusetts,42.2302,-71.5301,2092838,22106
Michigan,43.3266,-84.5361,2897827,39406
Minnesota,45.6945,-93.9002,1691086,13873
Mississippi,32.7416,-89.6787,934401,12992
Missouri,38.4561,-92.2884,1684306,21933
Montana,46.9219,-110.4544,315421,3577
Nebraska,41.1254,-98.2681,535394,4562
Nevada,38.3135,-117.0554,854700,11570
New Hampshire,43.4525,-71.5639,358581,2776
New Jersey,40.2989,-74.521,2811812,34952
New Mexico,34.8405,-106.2485,632738,8673
New York,42.1657,-74.9481,6285250,73369
North Carolina,35.6301,-79.8064,3246175,27234
North Dakota,47.5289,-99.784,274405,2232
Northern Mariana Islands,15.0979,145.6739,13212,41
Ohio,40.3888,-82.7649,3197300,40508
Oklahoma,35.5653,-96.9289,1211210,17138
Oregon,44.572,-122.0709,910693,8726
Pennsylvania,40.5908,-77.2098,3318490,47840
Puerto Rico,18.2208,-66.5901,989463,5280
Rhode Island,41.6809,-71.5118,433348,3705
South Carolina,33.8569,-80.945,1729333,18660
South Dakota,44.2998,-99.4388,265019,3065
Tennessee,35.7478,-86.6923,2374607,28212
Texas,31.0545,-97.5635,8034741,91017
Utah,40.15,-111.8624,1047882,5065
Vermont,44.0459,-72.7107,145409,754
Virgin Islands,18.3358,-64.8963,23413,124
Virginia,37.7693,-78.17,2128552,22231
Washington,47.4009,-121.4905,1839317,14597
West Virginia,38.4912,-80.9545,609944,7536
Wisconsin,44.2685,-89.6165,1906147,15509
Wyoming,42.756,-107.3025,179366,1917
Alabama,32.3182,-86.9023,513138,10504
Alaska,61.3707,-152.4044,62063,313
American Samoa,-14.271,-170.132,0,0
Arizona,33.7298,-111.4312,837987,16874
Arkansas,34.9697,-92.3731,329511,5571
California,36.1162,-119.6816,3711171,57526
Colorado,39.0598,-105.3111,470198,6176
Connecticut,41.5978,-72.7554,303510,7862
Delaware,39.3185,-75.5071,93038,1536
Diamond Princess,,,49,0
District of Columbia,38.8974,-77.0268,43669,1053
Florida,27.7663,-81.6868,2027429,32957
Georgia,33.0406,-83.6431,1051361,18751
Grand Princess,,,103,3
Guam,13.4443,144.7937,7794,134
Hawaii,21.0943,-157.4983,30095,458
Idaho,44.2405,-114.4788,178887,1954
Illinois,40.3495,-88.9861,1229898,23442
Indiana,39.8494,-86.2583,680998,12982
Iowa,42.0115,-93.2105,348498,5708
Kansas,38.5266,-96.7265,302152,4875
Kentucky,37.6681,-84.6701,423414,5970
Louisiana,31.1695,-91.8678,442620,10073
Maine,44.6939,-69.3819,49190,731
Maryland,39.0639,-76.8021,403982,8217
Massachusetts,42.2302,-71.5301,622226,13746
Michigan,43.3266,-84.5361,712393,17003
Minnesota,45.6945,-93.9002,510398,6892
Mississippi,32.7416,-89.6787,303942,6987
Missouri,38.4561,-92.2884,578148,8788
Montana,46.9219,-110.4544,103830,1435
Nebraska,41.1254,-98.2681,207227,2174
Nevada,38.3135,-117.0554,302171,5215
New Hampshire,43.4525,-71.5639,82039,1229
New Jersey,40.2989,-74.521,881882,24330
New Mexico,34.8405,-106.2485,190491,3916
New York,42.1657,-74.9481,1825069,49589
North Carolina,35.6301,-79.8064,903374,11987
North Dakota,47.5289,-99.784,102171,1497
Northern Mariana Islands,15.0979,145.6739,159,2
Ohio,40.3888,-82.7649,1006171,19209
Oklahoma,35.5653,-96.9289,437821,4850
Oregon,44.572,-122.0709,162804,2370
Pennsylvania,40.5908,-77.2098,1009812,24913
Puerto Rico,18.2208,-66.5901,105226,2106
Rhode Island,41.6809,-71.5118,135290,2607
South Carolina,33.8569,-80.945,545254,9083
South Dakota,44.2998,-99.4388,116624,1927
Tennessee,35.7478,-86.6923,799429,11752
Texas,31.0545,-97.5635,2809714,47796
Utah,40.15,-111.8624,383260,2088
Vermont,44.0459,-72.7107,18215,223
Virgin Islands,18.3358,-64.8963,2877,25
Virginia,37.7693,-78.17,610263,10147
Washington,47.4009,-121.4905,358606,5213
West Virginia,38.4912,-80.9545,139251,2624
Wisconsin,44.2685,-89.6165,632123,7267
Wyoming,42.756,-107.3025,55920,695
Alabama,32.3182,-86.9023,512711,10487
Alaska,61.3707,-152.4044,61914,312
American Samoa,-14.271,-170.132,0,0
Arizona,33.7298,-111.4312,837849,16842
Arkansas,34.9697,-92.3731,329177,5560
California,36.1162,-119.6816,3708302,57267
Colorado,39.0598,-105.3111,469062,6174
Connecticut,41.5978,-72.7554,302022,7852
Delaware,39.3185,-75.5071,92819,1535
Diamond Princess,,,49,0
District of Columbia,38.8974,-77.0268,43595,1053
Florida,27.7663,-81.6868,2021656,32850
Georgia,33.0406,-83.6431,1049397,18660
Grand Princess,,,103,3
Guam,13.4443,144.7937,7789,134
Hawaii,21.0943,-157.4983,29974,457
Idaho,44.2405,-114.4788,178544,1952
Illinois,40.3495,-88.9861,1227708,23408
Indiana,39.8494,-86.2583,680046,12975
Iowa,42.0115,-93.2105,347592,5689
Kansas,38.5266,-96.7265,302103,4874
Kentucky,37.6681,-84.6701,422694,5863
Louisiana,31.1695,-91.8678,442221,10056
Maine,44.6939,-69.3819,48972,731
Maryland,39.0639,-76.8021,402600,8214
Massachusetts,42.2302,-71.5301,619816,13733
Michigan,43.3266,-84.5361,706550,16949
Minnesota,45.6945,-93.9002,508541,6866
Mississippi,32.7416,-89.6787,303625,6981
Missouri,38.4561,-92.2884,576914,8785
Montana,46.9219,-110.4544,103666,1431
Nebraska,41.1254,-98.2681,206939,2165
Nevada,38.3135,-117.0554,301727,5203
New Hampshire,43.4525,-71.5639,81521,1228
New Jersey,40.2989,-74.521,877936,24292
New Mexico,34.8405,-106.2485,190275,3909
New York,42.1657,-74.9481,1816518,49517
North Carolina,35.6301,-79.8064,901262,11894
North Dakota,47.5289,-99.784,101989,1495
Northern Mariana Islands,15.0979,145.6739,159,2
Ohio,40.3888,-82.7649,1004670,19189
Oklahoma,35.5653,-96.9289,437439,4850
Oregon,44.572,-122.0709,162383,2368
Pennsylvania,40.5908,-77.2098,1006040,24872
Puerto Rico,18.2208,-66.5901,104966,2103
Rhode Island,41.6809,-71.5118,134807,2606
South Carolina,33.8569,-80.945,543925,9055
South Dakota,44.2998,-99.4388,116370,1924
Tennessee,35.7478,-86.6923,798287,11732
Texas,31.0545,-97.5635,2806477,47665
Utah,40.15,-111.8624,382733,2082
Vermont,44.0459,-72.7107,18028,222
Virgin Islands,18.3358,-64.8963,2876,25
Virginia,37.7693,-78.17,608704,10143
Washington,47.4009,-121.4905,357499,5200
West Virginia,38.4912,-80.9545,138818,2619
Wisconsin,44.2685,-89.6165,631301,7263
Wyoming,42.756,-107.3025,55887,695
Alabama,32.3182,-86.9023,20777,692
Alaska,61.3707,-152.4044,556,10
American Samoa,-14.271,-170.132,0,0
Arizona,33.7298,-111.4312,26989,1051
Arkansas,34.9697,-92.3731,9426,154
California,36.1162,-119.6816,132445,4570
Colorado,39.0598,-105.3111,30190,1653
Connecticut,41.5978,-72.7554,43968,4071
Delaware,39.3185,-75.5071,9942,524
Diamond Princess,,,49,0
District of Columbia,38.8974,-77.0268,9332,489
Florida,27.7663,-81.6868,63938,2700
Georgia,33.0406,-83.6431,51898,2180
Grand Princess,,,103,3
Guam,13.4443,144.7937,179,5
Hawaii,21.0943,-157.4983,675,17
Idaho,44.2405,-114.4788,3139,83
Illinois,40.3495,-88.9861,127757,5904
Indiana,39.8494,-86.2583,37397,2248
Iowa,42.0115,-93.2105,21712,605
Kansas,38.5266,-96.7265,10406,233
Kentucky,37.6681,-84.6701,11287,470
Louisiana,31.1695,-91.8678,42816,2936
Maine,44.6939,-69.3819,2570,99
Maryland,39.0639,-76.8021,57973,2749
Massachusetts,42.2302,-71.5301,103436,7316
Michigan,43.3266,-84.5361,64648,5898
Minnesota,45.6945,-93.9002,27886,1197
Mississippi,32.7416,-89.6787,17270,817
Missouri,38.4561,-92.2884,15023,823
Montana,46.9219,-110.4544,545,18
Nebraska,41.1254,-98.2681,15664,187
Nevada,38.3135,-117.0554,9669,438
New Hampshire,43.4525,-71.5639,5043,286
New Jersey,40.2989,-74.521,164593,12176
New Mexico,34.8405,-106.2485,8940,396
New York,42.1657,-74.9481,378097,30219
North Carolina,35.6301,-79.8064,35625,1032
North Dakota,47.5289,-99.784,2882,72
Northern Mariana Islands,15.0979,145.6739,27,19
Ohio,40.3888,-82.7649,38476,2287
Oklahoma,35.5653,-96.9289,7150,348
Oregon,44.572,-122.0709,4662,163
Pennsylvania,40.5908,-77.2098,79314,5953
Puerto Rico,18.2208,-66.5901,4985,142
Rhode Island,41.6809,-71.5118,15441,886
South Carolina,33.8569,-80.945,14286,546
South Dakota,44.2998,-99.4388,5438,65
Tennessee,35.7478,-86.6923,26505,418
Texas,31.0545,-97.5635,70049,1937
Utah,40.15,-111.8624,12066,121
Vermont,44.0459,-72.7107,1063,55
Virgin Islands,18.3358,-64.8963,71,6
Virginia,37.7693,-78.17,50681,1472
Washington,47.4009,-121.4905,24078,1170
West Virginia,38.4912,-80.9545,2144,84
Wisconsin,44.2685,-89.6165,20835,647
Wyoming,42.756,-107.3025,947,17
Alabama,32.3182,-86.9023,20355,689
Alaska,61.3707,-152.4044,548,10
American Samoa,-14.271,-170.132,0,0
Arizona,33.7298,-111.4312,25451,1043
Arkansas,34.9697,-92.3731,9101,154
California,36.1162,-119.6816,129910,4545
Colorado,39.0598,-105.3111,30055,1649
Connecticut,41.5978,-72.7554,43818,4055
Delaware,39.3185,-75.5071,9845,521
Diamond Princess,,,49,0
District of Columbia,38.8974,-77.0268,9269,483
Florida,27.7663,-81.6868,62758,2688
Georgia,33.0406,-83.6431,51359,2178
Grand Princess,,,103,3
Guam,13.4443,144.7937,179,5
Hawaii,21.0943,-157.4983,673,17
Idaho,44.2405,-114.4788,3139,83
Illinois,40.3495,-88.9861,126890,5864
Indiana,39.8494,-86.2583,36997,2233
Iowa,42.0115,-93.2105,21478,599
Kansas,38.5266,-96.7265,10361,233
Kentucky,37.6681,-84.6701,11287,470
Louisiana,31.1695,-91.8678,42486,2925
Maine,44.6939,-69.3819,2524,98
Maryland,39.0639,-76.8021,57482,2740
Massachusetts,42.2302,-71.5301,103132,7289
Michigan,43.3266,-84.5361,64229,5894
Minnesota,45.6945,-93.9002,27501,1181
Mississippi,32.7416,-89.6787,17039,811
Missouri,38.4561,-92.2884,14948,823
Montana,46.9219,-110.4544,540,18
Nebraska,41.1254,-98.2681,15572,187
Nevada,38.3135,-117.0554,9491,437
New Hampshire,43.4525,-71.5639,5019,283
New Jersey,40.2989,-74.521,164314,12106
New Mexico,34.8405,-106.2485,8800,392
New York,42.1657,-74.9481,377316,30127
North Carolina,35.6301,-79.8064,34718,1028
North Dakota,47.5289,-99.784,2863,72
Northern Mariana Islands,15.0979,145.6739,26,17
Ohio,40.3888,-82.7649,38111,2276
Oklahoma,35.5653,-96.9289,7059,347
Oregon,44.572,-122.0709,4570,161
Pennsylvania,40.5908,-77.2098,78885,5940
Puerto Rico,18.2208,-66.5901,4915,142
Rhode Island,41.6809,-71.5118,15441,882
South Carolina,33.8569,-80.945,13453,539
South Dakota,44.2998,-99.4388,5367,65
Tennessee,35.7478,-86.6923,26079,417
Texas,31.0545,-97.5635,69674,1927
Utah,40.15,-111.8624,11798,121
Vermont,44.0459,-72.7107,1046,55
Virgin Islands,18.3358,-64.8963,71,6
Virginia,37.7693,-78.17,49397,1461
Washington,47.4009,-121.4905,23767,1159
West Virginia,38.4912,-80.9545,2136,84
Wisconsin,44.2685,-89.6165,20571,645
Wyoming,42.756,-107.3025,939,17
Alabama,32.3182,-86.9023,1300733,19567
Alaska,61.3707,-152.4044,253002,1252
American Samoa,-14.271,-170.132,5822,26
Arizona,33.7298,-111.4312,2021524,29951
Arkansas,34.9697,-92.3731,835916,11392
California,36.1162,-119.6816,9233795,90147
Colorado,39.0598,-105.3111,1439577,12532
Connecticut,41.5978,-72.7554,758281,10850
Delaware,39.3185,-75.5071,262461,2907
Diamond Princess,,,49,0
District of Columbia,38.8974,-77.0268,141943,1340
Florida,27.7663,-81.6868,5942723,73948
Georgia,33.0406,-83.6431,2515139,37806
Grand Princess,,,103,3
Guam,13.4443,144.7937,48142,354
Hawaii,21.0943,-157.4983,248405,1418
Idaho,44.2405,-114.4788,446040,4927
Illinois,40.3495,-88.9861,3138692,37898
Indiana,39.8494,-86.2583,1702292,23587
Iowa,42.0115,-93.2105,763782,9529
Kansas,38.5266,-96.7265,776077,8635
Kentucky,37.6681,-84.6701,1328111,15523
Louisiana,31.1695,-91.8678,1238011,17248
Maine,44.6939,-69.3819,245080,2286
Maryland,39.0639,-76.8021,1031533,14456
Massachusetts,42.2302,-71.5301,1757103,20263
Michigan,43.3266,-84.5361,2425946,36002
Minnesota,45.6945,-93.9002,1452547,12778
Mississippi,32.7416,-89.6787,797575,12444
Missouri,38.4561,-92.2884,1431297,20516
Montana,46.9219,-110.4544,273982,3360
Nebraska,41.1254,-98.2681,479989,4197
Nevada,38.3135,-117.0554,718675,10752
New Hampshire,43.4525,-71.5639,309982,2480
New Jersey,40.2989,-74.521,2263991,33430
New Mexico,34.8405,-106.2485,522329,7499
New York,42.1657,-74.9481,5173907,68354
North Carolina,35.6301,-79.8064,2659255,23405
North Dakota,47.5289,-99.784,241017,2268
Northern Mariana Islands,15.0979,145.6739,11263,34
Ohio,40.3888,-82.7649,2697058,38656
Oklahoma,35.5653,-96.9289,1040982,15897
Oregon,44.572,-122.0709,721311,7502
Pennsylvania,40.5908,-77.2098,2821667,44678
Puerto Rico,18.2208,-66.5901,542915,4210
Rhode Island,41.6809,-71.5118,371629,3540
South Carolina,33.8569,-80.945,1474274,17767
South Dakota,44.2998,-99.4388,237812,2912
Tennessee,35.7478,-86.6923,2029525,26155
Texas,31.0545,-97.5635,6810327,87914
Utah,40.15,-111.8624,932253,4747
Vermont,44.0459,-72.7107,123842,637
Virgin Islands,18.3358,-64.8963,16349,111
Virginia,37.7693,-78.17,1701458,20236
Washington,47.4009,-121.4905,1498116,12703
West Virginia,38.4912,-80.9545,501204,6856
Wisconsin,44.2685,-89.6165,1610601,14413
Wyoming,42.756,-107.3025,156550,1812
Alabama,32.3182,-86.9023,485212,9573
Alaska,61.3707,-152.4044,57404,289
American Samoa,-14.271,-170.132,0,0
Arizona,33.7298,-111.4312,804116,15421
Arkansas,34.9697,-92.3731,314713,5336
California,36.1162,-119.6816,3576424,48555
Colorado,39.0598,-105.3111,435600,6032
Connecticut,41.5978,-72.7554,273101,7523
Delaware,39.3185,-75.5071,84181,1366
Diamond Princess,,,49,0
District of Columbia,38.8974,-77.0268,39461,993
Florida,27.7663,-81.6868,1856427,29692
Georgia,33.0406,-83.6431,980411,16610
Grand Princess,,,103,3
Guam,13.4443,144.7937,7715,130
Hawaii,21.0943,-157.4983,27834,430
Idaho,44.2405,-114.4788,168953,1826
Illinois,40.3495,-88.9861,1170902,22368
Indiana,39.8494,-86.2583,653245,12325
Iowa,42.0115,-93.2105,331747,5336
Kansas,38.5266,-96.7265,292804,4611
Kentucky,37.6681,-84.6701,394687,4401
Louisiana,31.1695,-91.8678,422287,9440
Maine,44.6939,-69.3819,43229,656
Maryland,39.0639,-76.8021,374974,7677
Massachusetts,42.2302,-71.5301,565794,13120
Michigan,43.3266,-84.5361,635446,16274
Minnesota,45.6945,-93.9002,477287,6480
Mississippi,32.7416,-89.6787,289892,6534
Missouri,38.4561,-92.2884,555909,8048
Montana,46.9219,-110.4544,98377,1339
Nebraska,41.1254,-98.2681,198442,2043
Nevada,38.3135,-117.0554,290300,4831
